NADRNF5_2213	K01880
NKOR_06460	K02122
NKOR_06480	K06953
NKOR_06485	K01955
NKOR_06490	K01956
NKOR_06495	K07767
NKOR_06510	K23356
NKOR_06525	K07006
NKOR_06530	K07462
NKOR_06540	K01647
NKOR_06560	K03703
NPIRD3C_1004	K03701
NPIRD3C_1004	K03701
NPIRD3C_1003	K03702
NPIRD3C_1003	K03702
NKOR_06585	K07005
NKOR_06605	K14728
NKOR_06610	K18602
Nmar_1111	K11529
NPIRD3C_0996	K11529
NKOR_06630	K07577
NKOR_06635	K11175
NKOR_06650	K01491
NKOR_06655	K01934
NKOR_06660	K01945
NKOR_06665	K01870
NKOR_06680	K01903
NKOR_06685	K01902
NKOR_06690	K02927
NKOR_06715	K01507
NKOR_06725	K08602
NKOR_06740	K02626
NKOR_06755	K05592
NKOR_06800	K06888
NKOR_06810	K13953
NPIRD3C_0904	K06176
NPIRD3C_0904	K06176
NKOR_06865	K18235
NKOR_06870	K04794
NKOR_06885	K03232
NKOR_06900	K02257
NKOR_06910	K21140
NKOR_06915	K09143
NKOR_06935	K06869
NKOR_06940	K13993
NKOR_06955	K15987
NKOR_06995	K09735
NKOR_07000	K03593
NKOR_07005	K03049
NKOR_07010	K03050
NKOR_07015	K00767
Nmar_1239	K03517
Nmar_1239	K03517
NKOR_07040	K06989
NKOR_07065	K06915
NKOR_07070	K03547
NPIRD3C_0864	K03546
NPIRD3C_0864	K03546
NKOR_07105	K02877
NKOR_07140	K13993
NKOR_07185	K00058
NKOR_07190	K00368
NKOR_07195	K01744
NKOR_07200	K15865
NKOR_07205	K03531
NKOR_07210	K02910
Nmar_1264	K02924
NKOR_07230	K00548
NKOR_07235	K00548
NKOR_07245	K02050
NKOR_07250	K02049
NKOR_07255	K02051
NKOR_07260	K01940
NKOR_07265	K05826
NKOR_07270	K05827
NKOR_07275	K05829
NKOR_07280	K05828
NKOR_07285	K05830
NKOR_07305	K05826
NKOR_07310	K05827
NKOR_07315	K05831
Nmar_1297	K20215
Nmar_1297	K20215
NKOR_07330	K14656
NKOR_07335	K07732
NKOR_07340	K02316
NKOR_07345	K13628
NKOR_07370	K15019
NKOR_07375	K18594
NKOR_07395	K00260
NKOR_07405	K03432
NKOR_07410	K03183
NKOR_07415	K08153
NKOR_07420	K04751
NKOR_07425	K03116
NKOR_07430	K00571
NPIRD3C_0805	K06877
NPIRD3C_0805	K06877
NKOR_07460	K02490
NKOR_07465	K07652
NKOR_07485	K03163
NKOR_07495	K07045
NKOR_07510	K03124
NKOR_07515	K03120
NKOR_07525	K03236
NKOR_07540	K03124
NKOR_07565	K03124
NKOR_07580	K03622
NKOR_07595	K01458
NKOR_07600	K00681
NKOR_07605	K10716
NKOR_07610	K03284
NKOR_07615	K01921
NKOR_07650	K03651
NKOR_07655	K00030
NKOR_07660	K02493
NKOR_07665	K02528
NKOR_07670	K07572
NPIRD3C_2048	K02983
NKOR_07695	K02823
NKOR_07700	K17828
NKOR_07705	K14564
NKOR_07725	K00759
NKOR_07730	K00772
NKOR_07760	K03166
NKOR_07765	K03167
NKOR_07770	K06961
NKOR_07775	K07178
NKOR_07780	K09148
NKOR_07785	K03238
NKOR_07800	K08975
NKOR_07805	K15888
NKOR_07810	K01518
NKOR_07815	K01591
NKOR_07825	K01939
NKOR_07860	K07566
NKOR_07865	K06963
NKOR_07875	K02962
NKOR_07880	K03424
NKOR_07885	K24450
NKOR_07930	K00946
NKOR_07940	K02948
NKOR_07955	K14415
NKOR_07965	K01756
NKOR_07970	K01953
NKOR_07975	K01724
NKOR_07980	K01737
NKOR_07985	K01873
NKOR_08000	K01174
NKOR_08005	K08681
NKOR_08010	K06215
NKOR_08045	K01681
NKOR_08080	K01890
NKOR_08085	K01889
NKOR_08090	K01867
NKOR_08125	K06223
NKOR_08150	K03413
Nmar_1500	K10944
NKOR_08180	K10946
NKOR_08185	K10945
NKOR_08210	K02956
NKOR_08215	K07462
NPIRD3C_2158	K01875
Nmar_1511	K01875
NKOR_08235	K02984
NKOR_08240	K07581
NKOR_08250	K04748
NKOR_08260	K01738
NKOR_08270	K03120
NKOR_08290	K04751
NKOR_08300	K05540
NKOR_08320	K15449
NKOR_08325	K02428
NKOR_08330	K08851
NKOR_08340	K01409
NKOR_08345	K06942
NKOR_08350	K18532
NKOR_08355	K18779
NKOR_08370	K07577
NKOR_08375	K03660
NKOR_08390	K00412
Nmar_1548	K21029
Nmar_1548	K21029
NKOR_08425	K01733
NKOR_08435	K01496
NKOR_08440	K02500
NKOR_08445	K01814
NKOR_08450	K02501
NKOR_08455	K01693
NKOR_08465	K00817
NKOR_08470	K00013
NKOR_08475	K00765
NKOR_08485	K00054
NKOR_08500	K06932
NKOR_08505	K07561
NKOR_08520	K07573
NKOR_08525	K04518
NKOR_08535	K00088
NKOR_08540	K00796
NKOR_08545	K07142
NKOR_08555	K01951
NKOR_08570	K00847
NKOR_08575	K22447
NKOR_08580	K01486
Nmar_1579	K02929
NKOR_08590	K02978
NKOR_08595	K19712
NKOR_08600	K02233
NPIRD3C_0473	K02227
Nmar_1583	K02227
NKOR_08615	K02232
NKOR_08620	K04720
NKOR_08625	K00133
NPIRD3C_0468	K03718
NKOR_08645	K02257
NKOR_08690	K16874
NKOR_08710	K02107
NKOR_08715	K03626
NKOR_08720	K07398
NKOR_08730	K03665
NKOR_08735	K07254
Nmar_1607	K03136
NKOR_08755	K18601
NKOR_08775	K14654
NKOR_08785	K08096
NKOR_08790	K00794
NKOR_08795	K02858
NKOR_08800	K00793
NKOR_08810	K03413
NKOR_08820	K01644
NKOR_08830	K06875
NKOR_08835	K02966
NKOR_08840	K03540
NKOR_08845	K14568
NPIRD3C_0425	K00525
NKOR_08860	K21636
NKOR_08870	K07068
NKOR_08875	K00626
NKOR_08880	K07479
NKOR_08885	K11206
NKOR_08890	K01821
NKOR_08935	K14166
Nmar_1653	K09816
NKOR_08945	K09817
NKOR_08950	K09815
NKOR_08955	K07722
NKOR_08965	K07157
NKOR_08970	K00609
NKOR_08975	K00610
NPIRD3C_0351	K02124
NKOR_08985	K02120
NKOR_08990	K02118
NKOR_08995	K02117
NKOR_09000	K02121
NKOR_09005	K02123
NKOR_09010	K01011
NKOR_09015	K03320
NKOR_09025	K02119
NKOR_09035	K07464
NKOR_09055	K09903
NKOR_09060	K06885
NKOR_09065	K00943
NKOR_09070	K13993
NKOR_09100	K09810
NKOR_09105	K09808
NKOR_09115	K01515
NKOR_09125	K06982
NKOR_09130	K09722
NKOR_09135	K00606
NKOR_09140	K13038
NKOR_09170	K07041
NKOR_09175	K03433
NPIRD3C_0179	K00096
NPIRD3C_0179	K00096
NPIRD3C_0182	K00952
NKOR_09210	K01974
NKOR_09225	K04719
NKOR_09245	K03768
NKOR_09280	K00577
NKOR_09285	K13010
NKOR_09305	K01866
NKOR_09310	K05934
NKOR_09320	K00928
NKOR_09325	K04802
NKOR_09330	K03057
NKOR_09355	K14165
NKOR_09360	K07130
NKOR_09370	K11717
NKOR_09410	K22736
NKOR_09415	K03294
NKOR_09425	K01915
NKOR_09435	K05802
NKOR_09440	K00948
NKOR_09445	K07446
NKOR_09450	K00784
NKOR_09455	K12410
NKOR_09465	K09736
NKOR_09475	K01975
NKOR_09480	K07558
NKOR_09485	K07176
NKOR_09495	K17218
NKOR_09515	K09723
NKOR_09520	K01915
NKOR_09530	K22447
NKOR_09535	K00600
NKOR_09540	K02322
NKOR_09545	K17104
NKOR_09570	K10725
NKOR_09575	K02323
NKOR_09600	K03768
Nmar_0008	K03885
NPIRD3C_0267	K03885
NKOR_09620	K13993
NKOR_09625	K13525
NKOR_09640	K03124
NKOR_09650	K06199
NKOR_09665	K13993
NPIRD3C_0281	K03124
NPIRD3C_0281	K03124
NKOR_09695	K11105
NKOR_09705	K00860
NKOR_09710	K01082
NKOR_09770	K10026
NKOR_09775	K01495
NKOR_09785	K06920
NKOR_09790	K00872
NKOR_09795	K24104
NKOR_09800	K07027
NKOR_09805	K07124
NKOR_09830	K00390
NKOR_09835	K00958
NKOR_09860	K00721
Nmar_0001	K10725
Nmar_0002	K02323
Nmar_0005	K03399
Nmar_0007	K03768
Nmar_0008	K03885
Nmar_0010	K13993
Nmar_0011	K13525
Nmar_0013	K03124
Nmar_0015	K06199
NPIRD3C_0281	K03124
Nmar_0021	K11105
Nmar_0023	K00860
Nmar_0024	K01082
Nmar_0037	K10026
Nmar_0038	K01495
Nmar_0040	K06920
Nmar_0041	K00872
Nmar_0042	K24104
Nmar_0043	K07027
Nmar_0044	K07124
Nmar_0049	K00390
Nmar_0050	K00958
Nmar_0052	K10773
Nmar_0054	K09128
Nmar_0057	K02191
Nmar_0058	K03394
Nmar_0059	K05936
Nmar_0060	K01776
Nmar_0062	K00721
Nmar_0063	K01880
Nmar_0064	K01151
Nmar_0065	K18882
Nmar_0066	K02683
Nmar_0067	K09118
Nmar_0068	K01951
Nmar_0071	K02991
Nmar_0072	K03242
Nmar_0073	K07158
Nmar_0075	K07151
Nmar_0076	K11130
Nmar_0077	K03237
Nmar_0078	K19221
Nmar_0079	K02224
Nmar_0080	K06042
Nmar_0081	K03795
Nmar_0082	K02189
Nmar_0083	K02188
Nmar_0085	K00789
NPIRD3C_0136	K04796
Nmar_0087	K04482
Nmar_0088	K03724
Nmar_0090	K01990
Nmar_0091	K01992
Nmar_0093	K09726
Nmar_0095	K03687
Nmar_0096	K04043
Nmar_0097	K03686
Nmar_0098	K05967
Nmar_0099	K03330
Nmar_0100	K09482
Nmar_0101	K13525
Nmar_0102	K02886
Nmar_0103	K01512
Nmar_0108	K03926
Nmar_0109	K06965
Nmar_0113	K03709
Nmar_0114	K23356
Nmar_0115	K06937
Nmar_0121	K01784
Nmar_0122	K01784
Nmar_0124	K00973
Nmar_0125	K01710
Nmar_0127	K00612
Nmar_0134	K00604
Nmar_0135	K07257
Nmar_0138	K00997
Nmar_0140	K01666
Nmar_0141	K01897
Nmar_0144	K00662
Nmar_0145	K01790
Nmar_0146	K15894
Nmar_0148	K01845
Nmar_0149	K07257
Nmar_0150	K01711
Nmar_0155	K18049
Nmar_0157	K01009
NMSP_0154	K13039
NMSP_0155	K06034
Nmar_0160	K01841
Nmar_0161	K18602
Nmar_0163	K14952
Nmar_0167	K15916
Nmar_0168	K01784
Nmar_0169	K08963
Nmar_0173	K00059
Nmar_0177	K14260
Nmar_0180	K06988
Nmar_0181	K15634
Nmar_0183	K02275
Nmar_0184	K02274
Nmar_0192	K00826
Nmar_0193	K00928
Nmar_0205	K03469
Nmar_0206	K18593
Nmar_0207	K14534
Nmar_0208	K13280
Nmar_0210	K03671
Nmar_0214	K01464
Nmar_0215	K06990
Nmar_0216	K09141
Nmar_0217	K04069
Nmar_0218	K01807
Nmar_0221	K04796
Nmar_0222	K01470
Nmar_0223	K01433
Nmar_0224	K15778
Nmar_0225	K02936
NKOR_00970	K02979
Nmar_0227	K02896
Nmar_0228	K00940
Nmar_0229	K03243
Nmar_0230	K03671
Nmar_0232	K24956
Nmar_0233	K06996
Nmar_0236	K01892
Nmar_0237	K03264
Nmar_0240	K04801
Nmar_0241	K09723
Nmar_0242	K10726
Nmar_0243	K03726
Nmar_0244	K01001
Nmar_0247	K18855
Nmar_0248	K00826
Nmar_0250	K02044
Nmar_0251	K03413
Nmar_0253	K00528
Nmar_0255	K03622
Nmar_0258	K00239
Nmar_0259	K00241
Nmar_0260	K00242
Nmar_0261	K00240
Nmar_0263	K01755
Nmar_0265	K02492
Nmar_0267	K00528
Nmar_0268	K01092
Nmar_0270	K04800
Nmar_0272	K18604
Nmar_0273	K18603
Nmar_0274	K18605
Nmar_0275	K24129
Nmar_0276	K00330
Nmar_0277	K00331
Nmar_0278	K00332
Nmar_0279	K00333
Nmar_0280	K00337
Nmar_0281	K00338
Nmar_0284	K00342
Nmar_0285	K00341
Nmar_0286	K00343
Nmar_0287	K02523
Nmar_0288	K06137
Nmar_0289	K00762
Nmar_0292	K03789
Nmar_0294	K15429
Nmar_0295	K06174
Nmar_0296	K01255
Nmar_0299	K00615
Nmar_0300	K00615
Nmar_0301	K00616
Nmar_0303	K03284
Nmar_0307	K09721
Nmar_0308	K05710
Nmar_0311	K01885
Nmar_0312	K13787
Nmar_0313	K01823
Nmar_0314	K06981
Nmar_0315	K00869
Nmar_0316	K02967
Nmar_0317	K01689
Nmar_0318	K03058
Nmar_0319	K07477
Nmar_0320	K17759
Nmar_0323	K00820
Nmar_0324	K02986
Nmar_0325	K02952
Nmar_0328	K11707
Nmar_0329	K11710
Nmar_0330	K11708
Nmar_0331	K11709
Nmar_0337	K06898
Nmar_0338	K00024
Nmar_0339	K09121
Nmar_0340	K06864
Nmar_0341	K04487
Nmar_0346	K03053
Nmar_0347	K13798
Nmar_0348	K03041
Nmar_0349	K04796
Nmar_0352	K02908
NKOR_01620	K02600
Nmar_0354	K02950
Nmar_0355	K02992
Nmar_0357	K06940
Nmar_0366	K21929
Nmar_0367	K01869
Nmar_0368	K01872
Nmar_0374	K02869
Nmar_0376	K03413
Nmar_0381	K02864
Nmar_0382	K02863
NPIRD3C_1986	K03718
Nmar_0385	K02867
Nmar_0386	K02601
NPIRD3C_1981	K07342
Nmar_0387	K09716
Nmar_0388	K00567
Nmar_0390	K02885
Nmar_0391	K02912
Nmar_0392	K01610
Nmar_0393	K14647
Nmar_0394	K04564
Nmar_0395	K04797
Nmar_0396	K03110
Nmar_0397	K00611
Nmar_0398	K02881
Nmar_0399	K02988
Nmar_0400	K02907
Nmar_0401	K02876
Nmar_0402	K03076
Nmar_0403	K00939
Nmar_0405	K00945
Nmar_0406	K11131
Nmar_0409	K15736
Nmar_0412	K00015
Nmar_0413	K00174
Nmar_0414	K00175
Nmar_0420	K01703
Nmar_0421	K01704
Nmar_0422	K01703
Nmar_0423	K01704
Nmar_0424	K00966
Nmar_0425	K02996
Nmar_0426	K02871
Nmar_0427	K02883
Nmar_0428	K03047
Nmar_0430	K14574
Nmar_0431	K03679
Nmar_0432	K11600
Nmar_0433	K12589
Nmar_0434	K02921
Nmar_0435	K09741
Nmar_0436	K04798
Nmar_0437	K10848
Nmar_0439	K07060
Nmar_0440	K00858
Nmar_0441	K01011
Nmar_0446	K03455
Nmar_0449	K02866
Nmar_0450	K01170
Nmar_0465	K03413
NPIRD3C_1820	K14741
Nmar_0475	K01990
Nmar_0476	K01992
Nmar_0479	K02040
Nmar_0481	K02037
Nmar_0482	K02038
Nmar_0483	K02036
Nmar_0484	K02039
Nmar_0485	K07086
Nmar_0487	K03892
Nmar_0488	K03741
Nmar_0489	K06188
Nmar_0490	K01845
Nmar_0491	K01749
Nmar_0492	K02303
Nmar_0493	K01719
Nmar_0495	K09014
Nmar_0496	K09014
Nmar_0497	K11717
Nmar_0498	K04488
Nmar_0500	K00927
Nmar_0507	K06950
Nmar_0509	K01698
Nmar_0510	K02492
Nmar_0511	K24866
Nmar_0512	K22225
Nmar_0516	K09013
Nmar_0517	K03124
Nmar_0518	K07569
Nmar_0519	K03105
Nmar_0520	K02995
Nmar_0521	K06024
Nmar_0522	K05896
Nmar_0523	K13953
Nmar_0524	K11782
Nmar_0525	K06940
Nmar_0526	K03236
Nmar_0527	K03704
Nmar_0529	K03263
Nmar_0530	K06927
Nmar_0531	K03106
Nmar_0532	K07583
Nmar_0534	K02977
Nmar_0536	K09763
Nmar_0537	K15635
Nmar_0538	K00965
Nmar_0540	K00621
Nmar_0541	K00966
Nmar_0542	K21219
Nmar_0543	K03147
Nmar_0545	K04517
Nmar_0546	K00812
Nmar_0547	K01736
Nmar_0548	K00800
Nmar_0549	K00891
Nmar_0550	K00014
Nmar_0551	K03785
Nmar_0552	K11646
Nmar_0553	K16306
Nmar_0554	K11784
Nmar_0555	K03182
Nmar_0560	K03564
Nmar_0561	K09866
Nmar_0564	K18014
Nmar_0570	K01246
Nmar_0573	K02217
Nmar_0576	K07006
Nmar_0578	K04566
Nmar_0579	K07739
Nmar_0582	K01933
Nmar_0583	K06869
Nmar_0586	K04751
Nmar_0587	K04751
Nmar_0588	K03320
Nmar_0590	K07301
Nmar_0591	K03592
Nmar_0592	K11781
Nmar_0593	K11780
Nmar_0597	K06878
NKOR_03125	K03120
Nmar_0601	K01265
Nmar_0605	K01154
Nmar_0606	K03427
Nmar_0607	K01154
Nmar_0608	K01153
Nmar_0610	K03427
Nmar_0617	K09140
Nmar_0618	K02035
Nmar_0620	K08979
Nmar_0621	K07143
Nmar_0622	K03113
Nmar_0624	K03124
Nmar_0625	K14941
Nmar_0626	K11212
Nmar_0631	K17830
Nmar_0633	K09120
Nmar_0635	K00020
Nmar_0642	K04479
NKOR_03345	K03622
Nmar_0647	K06869
Nmar_0648	K00809
Nmar_0649	K01858
Nmar_0651	K03529
Nmar_0652	K02032
Nmar_0658	K01881
Nmar_0660	K22424
Nmar_0661	K23150
Nmar_0662	K01009
Nmar_0666	K01079
Nmar_0667	K12234
Nmar_0670	K12339
Nmar_0672	K00384
Nmar_0676	K00024
Nmar_0678	K22699
Nmar_0679	K00392
Nmar_0680	K01011
Nmar_0684	K06944
Nmar_0685	K22223
Nmar_0686	K01887
Nmar_0690	K07442
Nmar_0691	K17758
Nmar_0693	K15977
Nmar_0694	K03433
Nmar_0696	K00003
Nmar_0697	K07305
Nmar_0701	K01895
Nmar_0703	K04799
Nmar_0705	K23356
Nmar_0718	K02034
Nmar_0719	K02033
Nmar_0722	K00537
Nmar_0725	K07159
Nmar_0729	K04564
Nmar_0742	K18285
Nmar_0746	K11785
Nmar_0748	K03234
Nmar_0764	K03498
Nmar_0770	K06863
Nmar_0771	K03186
NKOR_04255	K03116
Nmar_0774	K03118
Nmar_0777	K23264
Nmar_0779	K23265
Nmar_0780	K23269
Nmar_0781	K00764
Nmar_0784	K01923
Nmar_0794	K02933
Nmar_0795	K02994
Nmar_0797	K02931
Nmar_0798	K02987
Nmar_0799	K02895
Nmar_0800	K02874
Nmar_0801	K02961
Nmar_0802	K03538
Nmar_0803	K02904
Nmar_0804	K02982
Nmar_0805	K02890
Nmar_0806	K02965
Nmar_0807	K02892
Nmar_0808	K02930
Nmar_0809	K02906
Nmar_0810	K09142
Nmar_0811	K03432
Nmar_0812	K09738
Nmar_0818	K06196
Nmar_0819	K00639
Nmar_0821	K01012
Nmar_0822	K00833
Nmar_0823	K01935
Nmar_0828	K01641
Nmar_0831	K00150
Nmar_0833	K01733
Nmar_0840	K07068
Nmar_0841	K00626
Nmar_0846	K01589
Nmar_0847	K01588
Nmar_0848	K01754
Nmar_0850	K01768
Nmar_0853	K01759
Nmar_0858	K00798
Nmar_0859	K07023
Nmar_0865	K00812
Nmar_0866	K01895
Nmar_0868	K02434
Nmar_0869	K02433
Nmar_0870	K02435
Nmar_0871	K09759
Nmar_0872	K06863
Nmar_0873	K02042
Nmar_0874	K02041
Nmar_0875	K02044
Nmar_0882	K03265
Nmar_0883	K02503
Nmar_0886	K01687
Nmar_0911	K01657
Nmar_0912	K01658
Nmar_0913	K00766
Nmar_0914	K01609
Nmar_0915	K01696
Nmar_0916	K01695
Nmar_0919	K01937
Nmar_0921	K00858
Nmar_0923	K02976
Nmar_0924	K17884
Nmar_0925	K01480
Nmar_0926	K01868
Nmar_0928	K00809
NKOR_05225	K02975
NPIRD3C_1247	K09143
Nmar_0932	K03014
Nmar_0933	K03622
Nmar_0934	K07108
Nmar_0935	K01953
Nmar_0938	K02548
Nmar_0942	K03769
Nmar_0947	K01493
Nmar_0948	K02319
Nmar_0949	K15383
Nmar_0950	K01803
Nmar_0951	K01006
Nmar_0953	K05606
Nmar_0954	K01848
Nmar_0955	K07588
Nmar_0957	K13722
Nmar_0958	K01849
Nmar_0959	K00053
Nmar_0960	K00952
Nmar_0963	K01874
Nmar_0964	K01251
Nmar_0966	K01916
Nmar_0967	K01883
Nmar_0972	K09149
Nmar_0975	K22585
Nmar_0976	K02016
Nmar_0978	K22491
Nmar_0979	K03124
Nmar_0980	K06942
Nmar_0982	K06929
Nmar_0984	K03524
Nmar_0987	K03124
Nmar_0988	K07101
Nmar_0990	K22881
Nmar_0991	K03821
Nmar_0995	K07304
Nmar_1004	K00681
Nmar_1005	K10716
Nmar_1006	K03284
Nmar_1008	K01921
Nmar_1017	K01845
Nmar_1025	K02503
Nmar_1028	K15016
Nmar_1032	K03059
Nmar_1033	K02946
Nmar_1034	K03231
Nmar_1035	K01622
Nmar_1037	K10747
Nmar_1038	K07220
Nmar_1039	K01170
Nmar_1048	K07090
Nmar_1050	K09005
Nmar_1054	K06865
Nmar_1055	K03568
Nmar_1056	K21929
Nmar_1057	K03652
Nmar_1064	K02031
Nmar_1066	K09759
Nmar_1069	K00052
Nmar_1070	K01649
Nmar_1071	K01653
Nmar_1072	K01652
Nmar_1078	K08321
Nmar_1079	K00008
Nmar_1080	K02122
Nmar_1084	K06953
Nmar_1085	K01955
Nmar_1086	K01956
Nmar_1091	K23356
Nmar_1094	K07006
Nmar_1097	K15977
Nmar_1098	K07463
Nmar_1099	K01647
Nmar_1103	K03703
Nmar_1104	K03701
Nmar_1105	K03702
Nmar_1106	K07005
Nmar_1109	K14728
Nmar_1110	K18602
Nmar_1111	K11529
Nmar_1113	K07577
Nmar_1114	K11175
Nmar_1117	K01491
Nmar_1118	K01934
Nmar_1119	K01945
Nmar_1120	K01870
Nmar_1123	K01903
Nmar_1124	K01902
Nmar_1125	K02927
Nmar_1128	K09815
Nmar_1138	K17247
Nmar_1144	K06196
Glo7428_1206	K19156
Nmar_1166	K03497
Nmar_1170	K03923
Nmar_1175	K01507
Nmar_1177	K08602
Nmar_1180	K02626
Nmar_1182	K05592
Nmar_1191	K06888
Nmar_1193	K13953
Nmar_1198	K06176
Nmar_1199	K18235
Nmar_1200	K04794
Nmar_1202	K03413
Nmar_1206	K03413
Nmar_1210	K06885
Nmar_1211	K09388
Nmar_1212	K03547
Nmar_1213	K03546
Nmar_1222	K03232
NPIRD3C_0891	K02257
Nmar_1227	K21140
Nmar_1228	K09143
Nmar_1231	K15987
Nmar_1233	K09735
Nmar_1234	K03593
Nmar_1235	K03049
NKOR_07010	K03050
Nmar_1237	K00767
Nmar_1239	K03517
Nmar_1240	K06989
Nmar_1243	K06915
Nmar_1244	K03547
Nmar_1245	K03546
Nmar_1248	K02490
NKOR_07105	K02877
Nmar_1258	K00058
Nmar_1259	K00368
Nmar_1260	K01744
Nmar_1261	K15865
Nmar_1262	K03531
Nmar_1264	K02924
Nmar_1267	K00548
Nmar_1268	K00548
Nmar_1283	K02050
Nmar_1284	K02049
Nmar_1285	K02051
Nmar_1286	K01940
Nmar_1287	K05826
Nmar_1288	K05827
Nmar_1289	K05829
Nmar_1290	K05828
Nmar_1291	K05830
Nmar_1293	K01649
Nmar_1294	K05826
Nmar_1295	K05827
Nmar_1296	K05831
Nmar_1297	K20215
Nmar_1298	K00980
Nmar_1301	K07732
Nmar_1302	K02316
Nmar_1303	K13628
Nmar_1308	K15019
Nmar_1309	K18594
Nmar_1314	K03432
Nmar_1315	K03183
Nmar_1316	K08153
Nmar_1317	K04751
Nmar_1318	K03116
Nmar_1319	K00571
Nmar_1320	K06877
Nmar_1322	K03163
Nmar_1331	K03497
Nmar_1336	K09149
NSED_01390	K22044
Nmar_1340	K03124
Nmar_1341	K03124
Nmar_1343	K10674
Nmar_1344	K06720
Nmar_1345	K00836
Nmar_1346	K06718
Nmar_1348	K03236
Nmar_1356	K03839
Nmar_1360	K09807
NPIRD3C_0361	K21903
Nmar_1379	K00030
Nmar_1380	K02493
Nmar_1381	K02528
Nmar_1382	K07572
Nmar_1384	K02889
Nmar_1385	K06941
Nmar_1386	K04483
NPIRD3C_2048	K02983
Nmar_1389	K02823
Nmar_1390	K17828
Nmar_1391	K14564
NPIRD3C_2053	K04795
Nmar_1393	K03470
Nmar_1394	K00555
Nmar_1395	K02427
Nmar_1400	K00759
Nmar_1401	K00772
Nmar_1407	K03166
Nmar_1408	K03167
Nmar_1409	K06961
Nmar_1410	K07178
Nmar_1411	K09148
Nmar_1412	K03238
Nmar_1415	K08975
Nmar_1416	K15888
Nmar_1418	K01591
Nmar_1420	K01939
Nmar_1427	K07566
Nmar_1428	K06963
Nmar_1430	K02962
Nmar_1431	K03424
Nmar_1432	K24450
Nmar_1442	K07448
Nmar_1448	K00946
NKOR_07940	K02948
Nmar_1453	K14415
Nmar_1455	K01756
Nmar_1463	K06996
Nmar_1466	K01953
Nmar_1467	K01174
Nmar_1468	K01724
Nmar_1469	K01737
Nmar_1471	K01489
Nmar_1473	K00558
Nmar_1477	K01873
Nmar_1478	K08681
Nmar_1479	K06215
Nmar_1482	K01681
Nmar_1488	K01890
Nmar_1489	K01889
Nmar_1490	K01867
Nmar_1494	K02201
Nmar_1499	K06223
Nmar_1500	K10944
NPIRD3C_2149	K10946
Nmar_1503	K10945
Nmar_1508	K02956
Nmar_1509	K07462
Nmar_1511	K01875
Nmar_1512	K02984
Nmar_1513	K07581
Nmar_1515	K04748
Nmar_1517	K01738
Nmar_1519	K03120
Nmar_1523	K04751
Nmar_1529	K15449
Nmar_1530	K02428
Nmar_1531	K08851
Nmar_1533	K01409
Nmar_1534	K06942
Nmar_1535	K18532
Nmar_1536	K18779
Nmar_1539	K07577
Nmar_1540	K03660
Nmar_1543	K00412
Nmar_1548	K21029
Nmar_1549	K01733
Nmar_1551	K01496
Nmar_1552	K02500
Nmar_1553	K01814
Nmar_1554	K02501
Nmar_1555	K01693
Nmar_1557	K00817
Nmar_1558	K00013
Nmar_1559	K00765
Nmar_1560	K00054
Nmar_1562	K06932
Nmar_1563	K07561
Nmar_1566	K07573
Nmar_1567	K04518
Nmar_1569	K00088
Nmar_1570	K00796
Nmar_1571	K07142
Nmar_1573	K01951
Nmar_1576	K00847
Nmar_1577	K22447
Nmar_1578	K01486
Nmar_1579	K02929
Nmar_1580	K02978
Nmar_1581	K19712
Nmar_1582	K02233
Nmar_1583	K02227
Nmar_1584	K02232
Nmar_1585	K04720
Nmar_1586	K00133
Nmar_1587	K03718
Nmar_1588	K02257
Nmar_1601	K02107
Nmar_1602	K03626
Nmar_1603	K07398
Nmar_1605	K03665
Nmar_1606	K07254
Nmar_1607	K03136
Nmar_1608	K18601
Nmar_1612	K14654
Nmar_1614	K08096
Nmar_1615	K00794
Nmar_1616	K02858
Nmar_1617	K00793
Nmar_1619	K03413
Nmar_1621	K01644
Nmar_1623	K06875
Nmar_1624	K02966
NKOR_08840	K03540
Nmar_1625	K14568
Nmar_1627	K00525
Nmar_1628	K21636
Nmar_1630	K07068
Nmar_1631	K00626
Nmar_1632	K07479
Nmar_1633	K11206
Nmar_1634	K01821
Nmar_1641	K07114
Nmar_1643	K03924
Nmar_1652	K14166
Nmar_1653	K09816
Nmar_1654	K09817
Nmar_1655	K09815
Nmar_1656	K07722
Nmar_1667	K00368
Nmar_1671	K18235
Nmar_1681	K09771
Nmar_1682	K09771
Nmar_1683	K10725
NPIRD3C_0354	K07157
Nmar_1686	K00609
Nmar_1687	K00610
Nmar_1688	K02124
Nmar_1689	K02120
Nmar_1690	K02118
Nmar_1691	K02117
Nmar_1692	K02121
Nmar_1693	K02123
Nmar_1697	K01011
Nmar_1698	K03320
Nmar_1700	K02119
Nmar_1701	K07464
Nmar_1705	K09903
Nmar_1706	K06885
Nmar_1707	K00943
Nmar_1713	K09810
Nmar_1714	K09808
Nmar_1716	K01515
Nmar_1718	K06982
Nmar_1719	K09722
Nmar_1720	K00606
Nmar_1721	K13038
Nmar_1724	K01271
Nmar_1726	K09152
Nmar_1727	K07041
Nmar_1728	K03433
Nmar_1729	K00096
Nmar_1730	K01802
Nmar_1732	K00952
Nmar_1733	K01974
Nmar_1736	K04719
Nmar_1740	K03768
Nmar_1747	K00577
Nmar_1751	K01866
Nmar_1752	K05934
Nmar_1754	K00928
